channelTitle,handle,niche,mainCategory,subscriberCount,avgViews,viewCount,videoCount,estimatedEarnings,country,isFaceless,channelType,publishedAt,lastVideoPublished,channelId,_per_video,_lifetime,_age_days,_vids_per_mo
Sacred Mysteries,@sacredmystery-z8e,Biblical Mysteries,Society,100000,38451.10552763819,7651770,199,15.45,GB,True,short,2024-10-18T06:31:58Z,2026-07-31T00:00:00.000Z,UCpB6vBT1eqQwQh3ol1AM1iQ,0.3845110552763819,76.5177,659,9.05918057663126
Stig,@code_stigfn,Gaming,Video game culture,100000,37694.49870801034,14587771,387,0.3,US,True,short,2022-12-21T07:29:07Z,2026-07-30T00:00:00.000Z,UCdPXLo4CDhrYsmwe4Lq3zUQ,0.3769449870801034,145.87771,1326,8.755656108597284
X05Radar,@x05radar,Classic Pop Music,Soul music,180000,65655.33862433862,99270872,1512,506.86,GB,True,,2010-12-02T15:30:44Z,2026-08-05T00:00:00.000Z,UC0JFd2k_EytOx0ErcxOEfCw,0.3647518812463257,551.5048444444444,5727,7.920377160817181
Zara Dragon,@zaradragon,Drawing Tutorials,Lifestyle (sociology),180000,63430.74724409449,80557049,1270,2.13,US,True,short,2015-09-16T11:49:51Z,2026-08-02T00:00:00.000Z,UComQ9Z3Fq-VaKiHJ54eD0YQ,0.35239304024496937,447.5391611111111,3979,9.575270168384016
PithoTv,@pithotv,ASMR Massage,Lifestyle (sociology),299000,102276.5574680733,184200080,1801,487.42,US,True,long,2015-12-18T17:05:45Z,2026-08-06T00:00:00.000Z,UCHPF0OxcMA22CQqDd8Zh4ew,0.34206206511061304,616.0537792642141,3885,13.907335907335908
RobX Playz,@robx_playz,Gaming,Role-playing video game,299000,99347.07103218646,89511711,901,256.32,US,True,long,2019-10-28T17:05:14Z,2026-08-05T00:00:00.000Z,UCRHcj28s7lLrqMGvyEvcYiQ,0.33226445161266377,299.37027090301,2475,10.921212121212122
Вкусно с Узбечкой,@vkusno_s_uzbechkoy,Baking,Food,180000,56429.56585365854,34704183,615,54.95,US,True,short,2019-11-01T11:13:41Z,2026-08-04T00:00:00.000Z,UCSErUpxhvNlIq-m5RqHDtZA,0.3134975880758808,192.80101666666667,2472,7.463592233009709
دروس رواقية,@stoiclessonss,Self-Improvement,Knowledge,100000,29871.828767123287,4361287,146,99.33,US,True,long,2024-10-26T19:38:29Z,2026-07-31T00:00:00.000Z,UC_41-kg8No_XL9VbokXl7zw,0.2987182876712329,43.61287,650,6.7384615384615385
Sufferents,@sufferents,Anime & Manga,Film,180000,49285.72613065327,39231438,796,427.78,AU,True,long,2013-11-10T04:40:52Z,2026-08-05T00:00:00.000Z,UCSz1SkiwIXpTlhRpL0YvR1A,0.2738095896147404,217.95243333333335,4654,5.131070047271165
Yvette Carnell,@breakingbrown,Political & Social Commentary,Society,100000,25782.44945188794,21167391,821,390.47,US,True,long,2011-03-01T01:57:49Z,2026-07-09T00:00:00.000Z,UCqD2av9L9M-AhXQhQE6JnjQ,0.2578244945188794,211.67391,5639,4.367795708458947
WILD WORLD - Animal Documentary,@wildworldus88,Animal Documentaries,Entertainment,100000,25162.60350877193,7171342,285,,US,True,,2023-11-18T15:17:44Z,2026-08-06T00:00:00.000Z,UCSYqk5PnRdFmgNt1SZud2Fw,0.2516260350877193,71.71342,993,8.610271903323262
INYAMASWA TV,@inyamaswatv,Wildlife Education,Film,100000,23508.23831775701,5030763,214,222.33,US,True,long,2013-11-23T21:18:54Z,2026-07-22T00:00:00.000Z,UC8kQvkot1WSgmoAUKARErQg,0.23508238317757008,50.30763,4640,1.3836206896551726
Ravic,@ravic,First Person Shooter Gaming,Strategy video game,298000,69692.70315648086,103772435,1489,696.3,US,True,long,2009-09-27T20:10:03Z,2026-08-01T00:00:00.000Z,UCDTa9vQxX1-I27qbvSNeoTg,0.23386813139758678,348.2296476510067,6158,7.253978564468983
My Drawing Tips,@mydrawingtips,Drawing Tutorials,Hobby,299000,68108.67146596858,52035025,764,100,US,True,long,2014-06-07T03:21:26Z,2026-07-14T00:00:00.000Z,UCg57-xioC6Np-r5NZgCnMgA,0.22778819888283808,174.0301839464883,4445,5.156355455568054
Funnyballoons,@funnyballoonss,Gacha Content,Video game culture,100000,22685.783561643835,16560622,730,57.15,US,True,short,2020-07-15T15:26:08Z,2026-07-31T00:00:00.000Z,UCpdyQM57iwn0DttElCGAiXg,0.22685783561643835,165.60622,2214,9.89159891598916
sans brawlstars,@sansbrawlstars101,Gaming,Action game,180000,40658.62074303406,26265469,646,963.79,US,True,mixed,2016-12-02T03:39:19Z,2026-08-06T00:00:00.000Z,UCxEFqptWUKKwjZsb-xdG32Q,0.2258812263501892,145.91927222222222,3536,5.480769230769231
Dark Case Documentaries,@darkcasedocumentaries,True Crime,Entertainment,299000,67468.96209386282,37377805,554,1439.54,GB,True,long,2020-07-09T11:14:57Z,2026-08-06T00:00:00.000Z,UCUsE2vix9xcbgY7sJKLRZlw,0.2256487026550596,125.009381270903,2221,7.483115713642504
hint me tv,@hintmetv,Music Commentary,Music,299000,67170.36305732484,94911723,1413,262.36,US,True,short,2018-06-20T14:58:02Z,2026-08-04T00:00:00.000Z,UC_xc8_KlnVtWWL8nB5WTQZw,0.22465004366998273,317.4305117056856,2970,14.272727272727273
Richard Ruiz Productions ,@richardruizproductions,Wrestling,Sport,180000,38312.27788046827,62180827,1623,308.11,US,True,short,2009-07-28T00:33:28Z,2026-08-04T00:00:00.000Z,UCgqF2kmiMvEIEt-ybnFhOGQ,0.2128459882248237,345.4490388888889,6220,7.827974276527331
Rainbow Sand,@rainbowsand.36,Satisfying Content,Hobby,180000,37396.67741935484,19708049,527,177.91,US,True,long,2010-05-20T13:14:09Z,2026-08-06T00:00:00.000Z,UCVhXG2yQFBEcf0_K7lfl21g,0.20775931899641578,109.48916111111112,5924,2.6688048615800133
A1Getdismoney,@a1getdismoney,Fortnite: Save The World Content,Role-playing video game,180000,36585.59484777517,62488196,1708,297.71,US,True,long,2010-04-04T02:32:37Z,2026-07-30T00:00:00.000Z,UCdAC0MNcSJPHQgC_P0nMuAg,0.20325330470986208,347.15664444444445,5970,8.582914572864322
 Vintage,@hicau6811,Film & TV,Entertainment,299000,53956.52777777778,1942435,36,17.17,US,True,,2019-10-05T13:55:01Z,2026-08-05T00:00:00.000Z,UCfyq934uTJyK49oao8ikj5A,0.18045661464139726,6.496438127090301,2498,0.4323458767013611
Shaan Haider,@theshaanhaider,Consumer Electronics Reviews,Technology,180000,31125.865013774106,79090823,2541,1122.92,US,True,long,2007-10-04T10:08:26Z,2026-08-04T00:00:00.000Z,UCGhq__6WDl5bUykKNEUvEdw,0.17292147229874502,439.3934611111111,6883,11.075112596251634
Yohannes,@justyohannes,History & Culture,Lifestyle (sociology),180000,30195.10123734533,26843445,889,55.98,US,True,short,2014-10-24T03:49:43Z,2026-07-31T00:00:00.000Z,UC5HlSf1XMeObrxeer3LdmKw,0.16775056242969627,149.13025,4306,6.19368323269856
Deero,@deerotwo,Gaming,Role-playing video game,180000,28768.285714285714,402756,14,0,US,True,short,2025-06-06T08:08:41Z,2026-07-26T00:00:00.000Z,UCLYfuNrLXvzOkEiirkUfZ6g,0.15982380952380953,2.2375333333333334,428,0.9813084112149533
VAKASHI Handwriting ,@vakashiasmr2778,Handwriting Art,Lifestyle (sociology),298000,44536.197496522946,32021526,719,15.14,US,True,long,2017-06-10T09:54:29Z,2026-08-06T00:00:00.000Z,UCsqebchCZsY3oSU9JqakaGA,0.1494503271695401,107.45478523489933,3346,6.446503287507472
LioN KoLLA,@lionkolla,Gaming,Strategy video game,298000,43221.71069831441,125645513,2907,66.29,US,True,long,2008-01-18T07:45:13Z,2026-08-06T00:00:00.000Z,UCX1VsfjqUoH5pXyk_Ds4vjA,0.14503929764535037,421.62923825503356,6777,12.868525896414342
Tim's Variety War Thunder,@timsvariety,War Thunder,Action-adventure game,180000,25879.672661870503,14389098,556,433.85,US,True,long,2020-11-15T15:35:24Z,2026-07-30T00:00:00.000Z,UCZBS-p8TUtglU1y9plof3Rw,0.1437759592326139,79.93943333333333,2091,7.977044476327116
Buttonup English,@buttonupenglish,English Language Learning,Lifestyle (sociology),180000,22669.48068669528,5281989,233,84.31,US,True,,2023-04-03T09:36:51Z,2026-08-06T00:00:00.000Z,UCUMF1yNxamdOEj3aCwqlGZw,0.12594155937052934,29.344383333333333,1223,5.71545380212592
cumacuma tv,@cumacuma-tv,Vehicle Simulation Videos,Hobby,298000,22360.042704626336,18849516,843,0.14,US,True,short,2017-06-08T12:11:56Z,2026-07-25T00:00:00.000Z,UC8WeRzxgPIC7FCYb7zHDpWQ,0.07503370035109509,63.25340939597316,3348,7.553763440860215
